Permutation,TrainDur,Subject,BestLambda,SpecAccuracy,GenAccuracy
2,60,11,100000,-0.0146904728436546,-0.00949136530102684
2,60,12,0.464158883361278,0.0153106667288291,0.00795366628573731
2,60,13,0.1,-0.00820035226509466,0.0220242283532831
2,60,14,0.464158883361278,0.0189585825110735,0.0133689402772068
2,60,15,0.1,0.0132748527150389,-0.000456124940233559
2,60,16,10,0.0144206591902303,0.00600707827070546
2,60,17,0.1,0.00595704618665753,0.000695084378052898
2,60,18,100000,0.00140369184447245,0.0186094392860511
2,60,19,0.464158883361278,0.0161892671158827,0.00678916754180087
2,150,1,0.1,0.00361167931443936,0.0154244218512357
2,150,2,2.15443469003188,0.0076092859874249,0.00697917704108403
2,150,3,0.1,0.0152206699219429,0.0203976086012898
2,150,4,0.1,0.0203370586646295,0.00227835089722208
2,150,5,0.464158883361278,0.00687212619268043,0.00917410014510376
2,150,6,1000,0.0102605139910275,0.0295430070051308
2,150,7,0.1,-0.00255498677935324,0.00746921819084674
2,150,8,2.15443469003188,0.0222066927956622,0.0103567298887611
2,150,9,46.4158883361278,0.0314484391495784,0.0156066584477657
2,150,10,0.1,0.0247534279503634,0.0108762855573951
2,150,11,46.4158883361278,-0.000986969183067326,-0.00346994703398265
2,150,12,0.1,0.0125584665521256,0.0190433202549719
2,150,13,0.1,0.0152434081580644,0.0309498270644625
2,150,14,46.4158883361278,0.00873251399549508,0.0236958227377928
2,150,15,0.464158883361278,0.0237561217849679,0.00198178818768675
2,150,16,0.464158883361278,0.00738745608038714,0.00907749724409577
2,150,17,0.1,0.00825351207085231,0.00470797021590619
2,150,18,0.1,0.0149723371340411,0.0160214194488984
2,150,19,0.1,0.01244918582656,0.00863511769974579
2,300,1,0.1,0.0094824577930007,0.0170945939465351
2,300,2,2.15443469003188,0.0047714033491502,0.00984248158927007
2,300,3,0.1,0.0216488119155735,0.0251037244807462
2,300,4,0.1,0.0220578208024215,-0.00309793379488765
2,300,5,100000,0.0126934973377228,0.0200870513768501
2,300,6,2.15443469003188,0.0260478667009956,0.0330338968822075
2,300,7,46.4158883361278,0.0101742061529341,0.00907669708433193
2,300,8,10,0.00547914214150655,0.0219990586144692
2,300,9,100000,0.0289870687141665,0.0193468693773063
2,300,10,0.1,0.0343644878507318,0.0161709093214657
2,300,11,10,0.00263969778690886,-0.00673539150627161
2,300,12,0.464158883361278,0.0315811023585257,0.0209740769088571
2,300,13,4641.58883361278,0.0398702534924969,0.0369377410323785
2,300,14,100000,0.0163240235039053,0.0253661563113366
2,300,15,46.4158883361278,-0.00713572934602089,0.0189545154670452
2,300,16,100000,0.0153434970959953,0.00911486693796966
2,300,17,0.1,0.00161904016519744,-0.00242106710925722
2,300,18,0.1,0.00272671089266742,0.013864341902851
2,300,19,10,0.0106026908581902,0.0155449462503229
2,600,1,215.443469003188,0.017168908146158,0.0148924161898333
2,600,2,100000,0.00565951999705112,0.0242091071910615
2,600,3,0.1,0.0251263454898309,0.0277506471435578
2,600,4,0.1,0.0214958185559648,0.00520528436304349
2,600,5,0.1,0.0112405644304194,0.0246720760876258
2,600,6,0.464158883361278,0.0378706295989892,0.0327563056603585
2,600,7,2.15443469003188,0.0139330402910617,0.0104420664306119
2,600,8,100000,0.0100578087757691,0.0265335525535418
2,600,9,100000,0.0235248659397785,0.0216482876253526
2,600,10,10,0.0378682010665132,0.0273648659234596
2,600,11,100000,0.00428299618310165,0.0169238924002442
2,600,12,0.1,0.0389767360193777,0.0283082474562023
2,600,13,2.15443469003188,0.0530222730975987,0.0388883473335469
2,600,14,100000,0.0126423460044042,0.0301229572431681
2,600,15,0.1,0.00089342983021271,0.0126286361020635
2,600,16,0.1,0.00941108748250721,0.0133742663963032
2,600,17,0.1,0.0107004107190234,0.00554210627816551
2,600,18,0.1,0.00698443436380525,0.0152385343487424
2,600,19,100000,0.0146925408743205,0.0237380040040083
2,900,1,10,0.0209424941624139,0.0176568670052784
2,900,2,10,0.00761973920946195,0.00857507543299474
2,900,3,10,0.0437406656054196,0.0281098501882096
2,900,4,0.1,0.022074966456009,-0.00257321223579741
2,900,5,215.443469003188,0.0241724791455085,0.0319442009435234
2,900,6,2.15443469003188,0.0444708269264317,0.0366994740035815
2,900,7,10,0.0178042058900089,0.0125533753759374
2,900,8,46.4158883361278,0.01136866671362,0.0341534455826257
2,900,9,100000,0.0191163925829876,0.0171955232620964
2,900,10,10,0.0364694351082679,0.0247630789158234
2,900,11,100000,0.00448876802118303,0.0138452376165184
2,900,12,215.443469003188,0.0372560702556325,0.023295066096603
2,900,13,2.15443469003188,0.049773619952531,0.0391384859481164
2,900,14,100000,0.0153986534532972,0.0196227703838853
2,900,15,0.1,0.00901384840154422,0.0295115298153858
2,900,16,10,0.0269143646864724,0.000676280687163343
2,900,17,10,0.0242624796874636,0.0124455422005543
2,900,18,100000,0.00130258093369779,0.0190102099951878
2,900,19,2.15443469003188,0.025270429489313,0.0272125430246728
2,1200,1,10,0.01938849611185,0.0172230887617175
2,1200,2,10,0.0109521638388539,0.00876462326733932
2,1200,3,10,0.0463404307158662,0.0312799039460755
2,1200,4,0.1,0.0172964032277488,-0.00249941620434164
2,1200,5,215.443469003188,0.0291675113838256,0.0339757056529216
2,1200,6,2.15443469003188,0.0393851834926441,0.0376867669293157
2,1200,7,215.443469003188,0.0195831727538106,0.0153657190128449
2,1200,8,46.4158883361278,0.013501257485469,0.0344200144673691
2,1200,9,100000,0.0147455974691316,0.0148335178430748
2,1200,10,10,0.038626208319224,0.027092926924152
2,1200,11,0.1,0.00586542894165622,0.0163653364814423
2,1200,12,46.4158883361278,0.0342663891383549,0.0217960992420953
2,1200,13,10,0.0428943501448446,0.0362976915527025
2,1200,14,100000,0.0152993051045781,0.0218704313479909
2,1200,15,10,0.011654320689677,0.0290847617989714
2,1200,16,10,0.0233379368537671,0.00355609492173238
2,1200,17,10,0.0222194664051188,0.0144095612190879
2,1200,18,100000,0.00680959410190017,0.016065608281944
2,1200,19,2.15443469003188,0.0247477012576418,0.029834388655434
2,1500,1,0.1,0.0192559133892731,0.0166751187061863
2,1500,2,10,0.00908777422699461,0.00939633911735028
2,1500,3,10,0.0473882046939963,0.0322454043899997
2,1500,4,0.1,0.0201104423637035,-0.00404640606992251
2,1500,5,46.4158883361278,0.0319481208841641,0.0339762932974764
2,1500,6,10,0.0397961618579254,0.0381787315324201
2,1500,7,46.4158883361278,0.0182982083171238,0.0170043766235597
2,1500,8,46.4158883361278,0.020158697744091,0.0338065761516679
2,1500,9,100000,0.0216875927386502,0.01438793428307
2,1500,10,10,0.0380556916478949,0.0264526501514175
2,1500,11,0.1,0.00376851506549977,0.0166618169056224
2,1500,12,10,0.0310254102693219,0.0207364903628177
2,1500,13,10,0.0487691668320737,0.0385143347625105
2,1500,14,100000,0.0167045921651887,0.022075645454621
2,1500,15,10,0.0118653202326902,0.0280379502592822
2,1500,16,10,0.0194978851854071,0.00252985411420471
2,1500,17,2.15443469003188,0.0157244862368222,0.0150444250813394
2,1500,18,100000,0.00657030824257431,0.0162301191721853
2,1500,19,10,0.024913397426239,0.031260421640991
2,1800,1,100000,0.0225620994528514,0.0158635341866997
2,1800,2,10,0.0101985861233237,0.00920053711809726
2,1800,3,10,0.0459505830903785,0.0291829139310507
2,1800,4,0.1,0.0195943221946177,-0.00274744397677446
2,1800,5,46.4158883361278,0.0326306549675333,0.0349194677992038
2,1800,6,10,0.0406193736839191,0.0406363858389779
2,1800,7,46.4158883361278,0.018480619060115,0.0170745750255893
2,1800,8,10,0.0246804114839172,0.0328029051055235
2,1800,9,100000,0.0201849086640811,0.0164090710794719
2,1800,10,10,0.0386895757133016,0.0252830617721978
2,1800,11,100000,0.0215129754439834,0.0164327046130859
2,1800,12,0.464158883361278,0.0390326616186175,0.0217805284964112
2,1800,13,10,0.0495015289420594,0.0407517981208859
2,1800,14,100000,0.0171332610007701,0.0223576779330501
2,1800,15,10,0.0143453932927202,0.0314105993935706
2,1800,16,2.15443469003188,0.0193600551611577,0.000867716951536149
2,1800,17,215.443469003188,0.0201703912073125,0.0159101706404514
2,1800,18,100000,0.00263004678766383,0.0162379104542012
2,1800,19,46.4158883361278,0.0237255637398874,0.031947953344252
2,2100,1,215.443469003188,0.023422479909971,0.0150063479309012
2,2100,2,10,0.0136650596919661,0.0128893334106422
2,2100,3,2.15443469003188,0.0456153449952792,0.0306070597323631
2,2100,4,100000,0.0167239884726694,-0.00296847693376403
2,2100,5,46.4158883361278,0.0308185587979959,0.0331646884208963
2,2100,6,10,0.0400218602407601,0.0382578967530362
2,2100,7,100000,0.0169629964565203,0.0177730051198753
2,2100,8,10,0.0283178219475025,0.0310494413673928
2,2100,9,100000,0.0170527602065281,0.0168694072906296
2,2100,10,10,0.0376881464522652,0.0282952596606013
2,2100,11,100000,0.023476021417074,0.0172323374317756
2,2100,12,0.464158883361278,0.0406918370637085,0.0212065715189773
2,2100,13,10,0.0512336934344506,0.0430750194614284
2,2100,14,46.4158883361278,0.0196111615131507,0.0216240914612187
2,2100,15,10,0.00729510700608831,0.0276597120795668
2,2100,16,10,0.0245885465301052,0.00074837029314139
2,2100,17,100000,0.0179686782933985,0.0137159359039693
2,2100,18,215.443469003188,0.00896969230691763,0.0176244049386035
2,2100,19,46.4158883361278,0.0268473417335662,0.0323675069303045
3,30,1,215.443469003188,0.0135819063603334,0.0121364994350667
3,30,2,0.1,0.000979010537774337,-0.00782970687823118
3,30,3,0.1,-0.00372979234233965,0.0272193746924829
3,30,4,2.15443469003188,0.00246717291355409,-0.0016530227373347
3,30,5,46.4158883361278,-0.000474446167108483,0.0024759767169686
3,30,6,0.1,-0.00179325180965443,0.0172193452837011
3,30,7,100000,-0.0024530570419537,0.00173479629235648
3,30,8,10,0.0074115893491219,0.00993396730943394
3,30,9,10,-0.00244916403290744,0.0107133471514831
3,30,10,100000,0.00650730194166214,0.0212216485299296
3,30,11,100000,-0.0196174667993027,-0.00651933865708493
3,30,12,0.1,0.00923248760269479,0.00390006144190553
3,30,13,100000,0.0128004951957337,0.0145741985265989
3,30,14,0.1,0.009744249473948,0.00352672018130471
3,30,15,0.1,0.00638428489844997,-0.0142506813119494
3,30,16,100000,0.00791984556290595,0.00492494290553332
3,30,17,0.1,0.0127578145976592,-0.00504498497580788
3,30,18,100000,0.0119140744695447,0.0119738904780795
3,30,19,0.1,0.00320598319748987,-8.56602956155939e-05
3,60,1,10,0.0119495350790634,0.0189621193594651
3,60,2,0.1,-0.00356992716177632,-0.00399183839006438
3,60,3,0.1,-0.000306443427149279,0.0187170380529791
3,60,4,10,0.00970076296851149,0.00717496929159366
3,60,5,10,0.000652559335658225,0.00564488567224444
3,60,6,46.4158883361278,-0.000158398688777127,0.0130982771820181
3,60,7,0.1,-0.0169095977214344,0.00530860270355671
3,60,8,10,0.00865310783166688,0.010408393487546
3,60,9,10,0.0217629012636262,0.0161586641315499
3,60,10,100000,0.0205516678949991,0.0115797946451025
3,60,11,100000,-0.0146904728436546,-0.00949136530102684
3,60,12,0.464158883361278,0.0153106667288291,0.00795366628573731
3,60,13,0.1,-0.00820035226509466,0.0220242283532831
3,60,14,0.464158883361278,0.0189585825110735,0.0133689402772068
3,60,15,0.1,0.0132748527150389,-0.000456124940233559
3,60,16,10,0.0144206591902303,0.00600707827070546
3,60,17,0.1,0.00595704618665753,0.000695084378052898
3,60,18,100000,0.00140369184447245,0.0186094392860511
3,60,19,0.464158883361278,0.0161892671158827,0.00678916754180087
3,150,1,0.1,0.00361167931443936,0.0154244218512357
3,150,2,2.15443469003188,0.0076092859874249,0.00697917704108403
3,150,3,0.1,0.0152206699219429,0.0203976086012898
3,150,4,0.1,0.0203370586646295,0.00227835089722208
3,150,5,0.464158883361278,0.00687212619268043,0.00917410014510376
3,150,6,1000,0.0102605139910275,0.0295430070051308
3,150,7,0.1,-0.00255498677935324,0.00746921819084674
3,150,8,2.15443469003188,0.0222066927956622,0.0103567298887611
3,150,9,46.4158883361278,0.0314484391495784,0.0156066584477657
3,150,10,0.1,0.0247534279503634,0.0108762855573951
3,150,11,46.4158883361278,-0.000986969183067326,-0.00346994703398265
3,150,12,0.1,0.0125584665521256,0.0190433202549719
3,150,13,0.1,0.0152434081580644,0.0309498270644625
3,150,14,46.4158883361278,0.00873251399549508,0.0236958227377928
3,150,15,0.464158883361278,0.0237561217849679,0.00198178818768675
3,150,16,0.464158883361278,0.00738745608038714,0.00907749724409577
3,150,17,0.1,0.00825351207085231,0.00470797021590619
3,150,18,0.1,0.0149723371340411,0.0160214194488984
3,150,19,0.1,0.01244918582656,0.00863511769974579
3,300,1,0.1,0.0094824577930007,0.0170945939465351
3,300,2,2.15443469003188,0.0047714033491502,0.00984248158927007
3,300,3,0.1,0.0216488119155735,0.0251037244807462
3,300,4,0.1,0.0220578208024215,-0.00309793379488765
3,300,5,100000,0.0126934973377228,0.0200870513768501
3,300,6,2.15443469003188,0.0260478667009956,0.0330338968822075
3,300,7,46.4158883361278,0.0101742061529341,0.00907669708433193
3,300,8,10,0.00547914214150655,0.0219990586144692
3,300,9,100000,0.0289870687141665,0.0193468693773063
3,300,10,0.1,0.0343644878507318,0.0161709093214657
3,300,11,10,0.00263969778690886,-0.00673539150627161
3,300,12,0.464158883361278,0.0315811023585257,0.0209740769088571
3,300,13,4641.58883361278,0.0398702534924969,0.0369377410323785
3,300,14,100000,0.0163240235039053,0.0253661563113366
3,300,15,46.4158883361278,-0.00713572934602089,0.0189545154670452
3,300,16,100000,0.0153434970959953,0.00911486693796966
3,300,17,0.1,0.00161904016519744,-0.00242106710925722
3,300,18,0.1,0.00272671089266742,0.013864341902851
3,300,19,10,0.0106026908581902,0.0155449462503229
3,600,1,215.443469003188,0.017168908146158,0.0148924161898333
3,600,2,100000,0.00565951999705112,0.0242091071910615
3,600,3,0.1,0.0251263454898309,0.0277506471435578
3,600,4,0.1,0.0214958185559648,0.00520528436304349
3,600,5,0.1,0.0112405644304194,0.0246720760876258
3,600,6,0.464158883361278,0.0378706295989892,0.0327563056603585
3,600,7,2.15443469003188,0.0139330402910617,0.0104420664306119
3,600,8,100000,0.0100578087757691,0.0265335525535418
3,600,9,100000,0.0235248659397785,0.0216482876253526
3,600,10,10,0.0378682010665132,0.0273648659234596
3,600,11,100000,0.00428299618310165,0.0169238924002442
3,600,12,0.1,0.0389767360193777,0.0283082474562023
3,600,13,2.15443469003188,0.0530222730975987,0.0388883473335469
3,600,14,100000,0.0126423460044042,0.0301229572431681
3,600,15,0.1,0.00089342983021271,0.0126286361020635
3,600,16,0.1,0.00941108748250721,0.0133742663963032
3,600,17,0.1,0.0107004107190234,0.00554210627816551
3,600,18,0.1,0.00698443436380525,0.0152385343487424
3,600,19,100000,0.0146925408743205,0.0237380040040083
3,900,1,10,0.0209424941624139,0.0176568670052784
3,900,2,10,0.00761973920946195,0.00857507543299474
3,900,3,10,0.0437406656054196,0.0281098501882096
3,900,4,0.1,0.022074966456009,-0.00257321223579741
3,900,5,215.443469003188,0.0241724791455085,0.0319442009435234
3,900,6,2.15443469003188,0.0444708269264317,0.0366994740035815
3,900,7,10,0.0178042058900089,0.0125533753759374
