Permutation,Subject,SegDur,Accuracy
99,1,4,0.0271555851468869
100,1,4,0.0287136204561032
1,1,5,0.0240041305627516
2,1,5,0.0282031338979998
3,1,5,0.0221118783171158
4,1,5,0.0312302687694773
5,1,5,0.0341627493215164
6,1,5,0.0233205736850864
7,1,5,0.0295157224979014
8,1,5,0.025710707034803
9,1,5,0.0281800241279591
10,1,5,0.0270820123148731
11,1,5,0.0318992602674213
12,1,5,0.0243799205016484
13,1,5,0.0261503249195194
14,1,5,0.0265528933298649
15,1,5,0.0380553719228409
16,1,5,0.0308433864636582
17,1,5,0.0257957748336462
18,1,5,0.0252159554063287
19,1,5,0.0259698045680989
20,1,5,0.0309170181699712
21,1,5,0.0257816922516688
22,1,5,0.0228755244414965
23,1,5,0.029607773365507
24,1,5,0.0332635109204974
25,1,5,0.0224068251432375
26,1,5,0.0300658792166914
27,1,5,0.0261666439691415
28,1,5,0.0237629747547015
29,1,5,0.0217414286787149
30,1,5,0.034168072516739
31,1,5,0.0321954455026436
32,1,5,0.0265100240900002
33,1,5,0.0268271810988124
34,1,5,0.0264274793820608
35,1,5,0.0315979737034885
36,1,5,0.0296838821563202
37,1,5,0.0299658063792238
38,1,5,0.0282242454424268
39,1,5,0.0188398941123492
40,1,5,0.0364616990478783
41,1,5,0.024100525911177
42,1,5,0.0209377497622732
43,1,5,0.0258554547943984
44,1,5,0.0288166757590676
45,1,5,0.0283055503137687
46,1,5,0.0280562291318547
47,1,5,0.0320592361072825
48,1,5,0.0430655797417485
49,1,5,0.0318945379311528
50,1,5,0.0273735743795733
51,1,5,0.0334297268675574
52,1,5,0.0204454723922079
53,1,5,0.0322148358475226
54,1,5,0.0328177850165476
55,1,5,0.0273506744186709
56,1,5,0.0331031303670715
57,1,5,0.0218150498993848
58,1,5,0.0282417997785671
59,1,5,0.0292874086418127
60,1,5,0.0222146492317978
61,1,5,0.0296010678776033
62,1,5,0.0266101863849231
63,1,5,0.0271829810041435
64,1,5,0.029915611261241
65,1,5,0.0285378772995747
66,1,5,0.0249136136136934
67,1,5,0.027939956399603
68,1,5,0.0244259754850641
69,1,5,0.0353448027689623
70,1,5,0.0237785018525874
71,1,5,0.0232386332423891
72,1,5,0.0312108988913742
73,1,5,0.0283230768869567
74,1,5,0.0296801897189412
75,1,5,0.0205594662133631
76,1,5,0.0243269203502454
77,1,5,0.0314723486730905
78,1,5,0.0227711298520059
79,1,5,0.0245982940463401
80,1,5,0.0188966835656235
81,1,5,0.0286669811759188
82,1,5,0.019913268191064
83,1,5,0.0256421784528835
84,1,5,0.0274553650955472
85,1,5,0.0206105762365154
86,1,5,0.0260952793430057
87,1,5,0.0261878680690159
88,1,5,0.0356119008336475
89,1,5,0.0320578803818405
90,1,5,0.0195721185583584
91,1,5,0.031270325762908
92,1,5,0.0260833991454067
93,1,5,0.0318491661516314
94,1,5,0.0269353485259531
95,1,5,0.0267197456074423
96,1,5,0.0269295459646733
97,1,5,0.0237741039961907
98,1,5,0.0248024527663035
99,1,5,0.0318233684176542
100,1,5,0.0320056904068515
1,1,10,0.0235663811832567
2,1,10,0.0256564754050533
3,1,10,0.0312431744061867
4,1,10,0.0257078696494471
5,1,10,0.0282547197548464
6,1,10,0.0315702821944956
7,1,10,0.0264278882305671
8,1,10,0.0268567276227976
9,1,10,0.0331103225504674
10,1,10,0.0253201590046469
11,1,10,0.0374458338397151
12,1,10,0.026961796962303
13,1,10,0.0241952658256134
14,1,10,0.0380680457153236
15,1,10,0.0257951548830812
16,1,10,0.0294979088191926
17,1,10,0.0189118456407091
18,1,10,0.0301266134055822
19,1,10,0.0273556696524229
20,1,10,0.025226786041607
21,1,10,0.0275980972858027
22,1,10,0.0281505669949529
23,1,10,0.0220491880226462
24,1,10,0.0282312800131286
