Permutation,TrainDur,Subject,BestLambda,SpecAccuracy,GenAccuracy
1,10,1,100000,0.0174725269518934,0.00841163391884553
1,10,2,0.1,0.0194957276131409,0.00832141446258112
1,10,3,46.4158883361278,0.013022442011228,0.00357298265508439
1,10,4,10,0.00348408608263582,-0.0070970451118042
1,10,5,0.1,0.0245063088300932,0.0213035491924259
1,10,6,46.4158883361278,0.00623588186621062,0.0141490771624276
1,10,7,0.1,0.0156408214847465,0.00880040617029085
1,10,8,215.443469003188,0.00177707334764652,0.0188985536721528
1,10,9,215.443469003188,0.00700687282690096,0.0236242403499123
1,10,10,0.1,0.0207386513010902,0.0238721194168609
1,10,11,100000,0.0140886524320061,0.00843416751288942
1,10,12,0.1,0.0141302306722613,0.00107814907673791
1,10,13,0.1,-0.000897004863989949,-0.00115670139585814
1,10,14,1000,0.0095036967461355,0.00743867684618183
1,10,15,0.1,0.0167316753446679,-0.0025994595223996
1,10,16,0.464158883361278,0.00526102912022536,0.00774786160662477
1,10,17,100000,0.00987248975055424,0.00408626291622636
1,10,18,215.443469003188,0.00182543591990298,0.0151733430325613
1,10,19,2.15443469003188,0.00538981153988946,0.0196805024949065
1,20,1,100000,0.0151659187156456,0.00609430788013678
1,20,2,0.1,0.0195648704971462,-0.000150414298825681
1,20,3,0.464158883361278,0.00116126678357133,-0.00197473487899177
1,20,4,100000,0.00319170005402382,-0.00669240297251504
1,20,5,10,0.0139998869148352,0.02423561223724
1,20,6,100000,0.00697563205203726,0.00218010593761957
1,20,7,0.1,-0.00104554427262854,0.00110553079711748
1,20,8,100000,-0.00562482643063044,0.00990884609242564
1,20,9,0.1,-0.00377241723503915,0.00830988506669718
1,20,10,0.1,0.0151419685004215,0.0239778246681421
1,20,11,215.443469003188,0.0122212945301674,0.00769989250845778
1,20,12,215.443469003188,0.0268254132776398,-0.00287652848641123
1,20,13,1000,0.0187453515849643,-0.00825058085945957
1,20,14,0.1,0.00999131236007309,0.0095358038241957
1,20,15,0.1,0.0155284436923049,-0.00406773417977368
1,20,16,0.1,0.00770751279451432,0.00084311511506698
1,20,17,46.4158883361278,0.00795382754827163,0.0113218528411908
1,20,18,0.1,0.00288735347660336,0.014062692440419
1,20,19,100000,0.0155274238983516,0.0174672093211557
1,30,1,100000,0.0117793090603725,0.0139111011259697
1,30,2,100000,0.0015212579988673,0.00281776133178857
1,30,3,0.1,0.000262967775484461,0.0110470073946402
1,30,4,100000,0.00428161841628303,0.00871876831198391
1,30,5,215.443469003188,0.0209605331637436,0.0153575964532751
1,30,6,215.443469003188,0.023542661906711,0.00794818539728151
1,30,7,0.464158883361278,0.00622816666954545,0.0198585201714761
1,30,8,1000,0.00111417759811624,0.0141024441971673
1,30,9,215.443469003188,0.0187691711202375,-0.00296872898070789
1,30,10,0.464158883361278,0.0125818505640782,0.0242872599291117
1,30,11,10,0.0273827420899583,0.0204336666486325
1,30,12,46.4158883361278,0.0277227167468733,0.00397437685292811
1,30,13,1000,0.0194569347732637,-0.00582747100135832
1,30,14,0.464158883361278,0.00798300715621502,0.00826908065214953
1,30,15,2.15443469003188,0.017333318683014,0.00952598928286402
1,30,16,0.1,0.0126213980488018,0.0183929772083932
1,30,17,1000,0.00983119364622214,0.00638687953848558
1,30,18,46.4158883361278,0.000581692261476184,-0.000757987014909203
1,30,19,100000,0.0165298893711335,0.00447134324782401
1,40,1,100000,0.0150544134887766,0.00775450258392628
1,40,2,0.1,0.0178136103949224,0.00512785215722566
1,40,3,0.1,-0.00514638132166351,0.00111542642592975
1,40,4,2.15443469003188,-0.00304006360440172,0.00222570940370195
1,40,5,1000,0.0206179722178438,0.0121771746238836
1,40,6,215.443469003188,0.00623706562490356,0.000240609495016203
1,40,7,100000,0.00548187125071246,0.00419599173773334
1,40,8,10,-0.000922831891535923,0.0063313633623445
1,40,9,0.1,0.00267832424849625,0.0110658419963204
1,40,10,2.15443469003188,0.0174274257581692,0.0165783005664926
1,40,11,46.4158883361278,0.0276962786043475,0.00593313389200477
1,40,12,46.4158883361278,0.023409331948232,-0.000381242977366641
1,40,13,100000,0.0247533945352115,-0.00869137641271294
1,40,14,0.464158883361278,0.00721569229526995,0.00798351411347438
1,40,15,10,0.0130407386078541,-0.00942328310789028
1,40,16,2.15443469003188,0.00383570134396295,-0.00147096055688585
1,40,17,1000,0.0078077074844742,0.00302544568262031
1,40,18,0.1,0.0107177940341893,0.0116863396912436
1,40,19,0.1,0.00648811804498029,0.0079917668352383
1,50,1,1000,0.0144576487492698,0.0145864531577402
1,50,2,0.1,0.0106313151563326,0.00449434852876777
1,50,3,0.1,0.00344143626840963,0.0126351001736015
1,50,4,2.15443469003188,0.00884712899181597,0.00578763532848575
